index,time,iter,reward,value,best_reward,best_value,node
201,494,201,-5.71957,524288,-5.71957,524288,X15:8-X19:4-X21:8-
202,497,202,-5.71957,524288,-5.71957,524288,X13:1-X15:16-X19:8-X21:32-
203,499,203,-5.71957,524288,-5.71957,524288,X15:8-X19:4-X21:32-
204,502,204,-5.71957,524288,-5.71957,524288,X15:16-X19:4-X21:16-
205,505,205,-5.71957,524288,-5.71957,524288,X15:1-X19:4-X21:16-
206,507,206,-5.71957,524288,-5.71957,524288,X15:256-X19:4-X21:1-
207,509,207,-5.71957,524288,-5.71957,524288,X15:4-X19:1-X21:16-
208,511,208,-5.71957,524288,-5.71957,524288,X15:256-X19:1-X21:64-
209,514,209,-5.71957,524288,-5.71957,524288,X15:128-X19:16-X21:8-
210,516,210,-5.71957,524288,-5.71957,524288,X13:1-X15:64-X19:2-X21:128-
211,518,211,-5.71957,524288,-5.71957,524288,X13:1-X15:64-X19:1-X21:64-
212,521,212,-5.71957,524288,-5.71957,524288,X15:64-X19:8-X21:16-
213,524,213,-5.71957,524288,-5.71957,524288,X15:4-X19:2-X21:32-
214,526,214,-5.71957,524288,-5.71957,524288,X15:128-X19:2-X21:2-
215,528,215,-5.71957,524288,-5.71957,524288,X13:32-X15:8-X21:256-
216,530,216,-5.71957,524288,-5.71957,524288,X13:2-X15:64-X21:256-
217,533,217,-5.71957,524288,-5.71957,524288,X15:128-X19:8-X21:4-
218,536,218,-5.71957,524288,-5.71957,524288,X13:8-X15:4-X19:2-X21:32-
219,538,219,-5.71957,524288,-5.71957,524288,X15:2-X19:2-X21:32-
220,541,220,-5.71957,524288,-5.71957,524288,X15:32-X19:1-X21:1-
221,543,221,-5.71957,524288,-5.71957,524288,X15:256-X19:4-X21:4-
222,546,222,-5.71957,524288,-5.71957,524288,X15:256-X19:32-X21:4-
223,548,223,-5.71957,524288,-5.71957,524288,X15:128-X19:32-X21:1-
224,550,224,-5.71957,524288,-5.71957,524288,X:8-X13:4-X15:64-X19:1-X21:128-
225,553,225,-5.71957,524288,-5.71957,524288,X15:256-X19:4-X21:16-
226,555,226,-5.71957,524288,-5.71957,524288,X13:4-X15:32-X19:1-X21:1-
227,557,227,-5.71957,524288,-5.71957,524288,X15:128-X19:4-X21:64-
228,560,228,-5.71957,524288,-5.71957,524288,X15:4-X19:32-X21:8-
229,563,229,-5.71957,524288,-5.71957,524288,X15:32-X19:4-X21:8-
230,565,230,-5.71957,524288,-5.71957,524288,X15:128-X19:2-X21:128-
231,567,231,-5.71957,524288,-5.71957,524288,X15:16-X19:4-X21:32-
232,570,232,-5.71957,524288,-5.71957,524288,X13:64-X15:2-X19:1-X21:128-
233,572,233,-5.71957,524288,-5.71957,524288,X15:128-X19:1-X21:2-
234,575,234,-5.71957,524288,-5.71957,524288,X13:8-X15:32-X19:16-X21:1-
235,577,235,-5.71957,524288,-5.71957,524288,X15:2-X19:2-X21:8-
236,580,236,-5.71957,524288,-5.71957,524288,X15:32-X19:1-X21:128-
237,582,237,-5.71957,524288,-5.71957,524288,X13:2-X15:4-X19:32-X21:8-
238,585,238,-5.71957,524288,-5.71957,524288,X15:1-X19:1-X21:4-
239,587,239,-5.71957,524288,-5.71957,524288,X13:128-X15:2-X19:8-X21:8-
240,590,240,-5.71957,524288,-5.71957,524288,X15:8-X19:256-X21:1-
241,592,241,-5.71957,524288,-5.71957,524288,X15:1-X19:4-X21:2-
242,594,242,-5.71957,524288,-5.71957,524288,X13:256-X15:1-X19:1-X21:2-
243,597,243,-5.71957,524288,-5.71957,524288,X15:256-X19:4-X21:32-
244,599,244,-5.71957,524288,-5.71957,524288,X15:2-X19:1-X21:4-
